id,Scope,Level 1,Level 2,Level 3,Level 4,Column Text,UOM (simple),UOM,GHG,Lookup,GHG Conversion Factor 2020
6444,Scope 3,Freighting goods,Freight flights,"Short-haul, to/from UK",,Without RF,tonne.km,tonne.km,kg CO2e,"Short-haul, to/from UK",1.1681
6445,Scope 3,Freighting goods,Freight flights,"Short-haul, to/from UK",,Without RF,tonne.km,tonne.km,kg CH4,"Short-haul, to/from UK",0.00008
6446,Scope 3,Freighting goods,Freight flights,"Short-haul, to/from UK",,Without RF,tonne.km,tonne.km,kg CO2,"Short-haul, to/from UK",1.15707
6447,Scope 3,Freighting goods,Freight flights,"Short-haul, to/from UK",,Without RF,tonne.km,tonne.km,kg N2O,"Short-haul, to/from UK",0.01095
6448,Scope 3,Freighting goods,Freight flights,"Long-haul, to/from UK",,With RF,tonne.km,tonne.km,kg CO2e,"Long-haul, to/from UK",1.13382
6449,Scope 3,Freighting goods,Freight flights,"Long-haul, to/from UK",,With RF,tonne.km,tonne.km,kg CH4,"Long-haul, to/from UK",0.00004
6450,Scope 3,Freighting goods,Freight flights,"Long-haul, to/from UK",,With RF,tonne.km,tonne.km,kg CO2,"Long-haul, to/from UK",1.12816
6451,Scope 3,Freighting goods,Freight flights,"Long-haul, to/from UK",,With RF,tonne.km,tonne.km,kg N2O,"Long-haul, to/from UK",0.00562
6452,Scope 3,Freighting goods,Freight flights,"Long-haul, to/from UK",,Without RF,tonne.km,tonne.km,kg CO2e,"Long-haul, to/from UK",0.59943
6453,Scope 3,Freighting goods,Freight flights,"Long-haul, to/from UK",,Without RF,tonne.km,tonne.km,kg CH4,"Long-haul, to/from UK",0.00004
6454,Scope 3,Freighting goods,Freight flights,"Long-haul, to/from UK",,Without RF,tonne.km,tonne.km,kg CO2,"Long-haul, to/from UK",0.59377
6455,Scope 3,Freighting goods,Freight flights,"Long-haul, to/from UK",,Without RF,tonne.km,tonne.km,kg N2O,"Long-haul, to/from UK",0.00562
6456,Scope 3,Freighting goods,Freight flights,"International, to/from non-UK",,With RF,tonne.km,tonne.km,kg CO2e,"International, to/from non-UK",1.13382
6457,Scope 3,Freighting goods,Freight flights,"International, to/from non-UK",,With RF,tonne.km,tonne.km,kg CH4,"International, to/from non-UK",0.00004
6458,Scope 3,Freighting goods,Freight flights,"International, to/from non-UK",,With RF,tonne.km,tonne.km,kg CO2,"International, to/from non-UK",1.12816
6459,Scope 3,Freighting goods,Freight flights,"International, to/from non-UK",,With RF,tonne.km,tonne.km,kg N2O,"International, to/from non-UK",0.00562
6460,Scope 3,Freighting goods,Freight flights,"International, to/from non-UK",,Without RF,tonne.km,tonne.km,kg CO2e,"International, to/from non-UK",0.59943
6461,Scope 3,Freighting goods,Freight flights,"International, to/from non-UK",,Without RF,tonne.km,tonne.km,kg CH4,"International, to/from non-UK",0.00004
6462,Scope 3,Freighting goods,Freight flights,"International, to/from non-UK",,Without RF,tonne.km,tonne.km,kg CO2,"International, to/from non-UK",0.59377
6463,Scope 3,Freighting goods,Freight flights,"International, to/from non-UK",,Without RF,tonne.km,tonne.km,kg N2O,"International, to/from non-UK",0.00562
6464,Scope 3,Freighting goods,Rail,Freight train,,,tonne.km,tonne.km,kg CO2e,Freight train,0.02556
6465,Scope 3,Freighting goods,Rail,Freight train,,,tonne.km,tonne.km,kg CH4,Freight train,0.00002
6466,Scope 3,Freighting goods,Rail,Freight train,,,tonne.km,tonne.km,kg CO2,Freight train,0.02531
6467,Scope 3,Freighting goods,Rail,Freight train,,,tonne.km,tonne.km,kg N2O,Freight train,0.00023
6468,Scope 3,Freighting goods,Sea tanker,Crude tanker,"200,000+ dwt",,tonne.km,tonne.km,kg CO2e,"Sea tanker Crude tanker 200,000+ dwt",0.00294
6469,Scope 3,Freighting goods,Sea tanker,Crude tanker,"120,000–199,999 dwt",,tonne.km,tonne.km,kg CO2e,"Sea tanker Crude tanker 120,000–199,999 dwt",0.00446
6470,Scope 3,Freighting goods,Sea tanker,Crude tanker,"80,000–119,999 dwt",,tonne.km,tonne.km,kg CO2e,"Sea tanker Crude tanker 80,000–119,999 dwt",0.00598
6471,Scope 3,Freighting goods,Sea tanker,Crude tanker,"60,000–79,999 dwt",,tonne.km,tonne.km,kg CO2e,"Sea tanker Crude tanker 60,000–79,999 dwt",0.0076
6472,Scope 3,Freighting goods,Sea tanker,Crude tanker,"10,000–59,999 dwt",,tonne.km,tonne.km,kg CO2e,"Sea tanker Crude tanker 10,000–59,999 dwt",0.00923
6473,Scope 3,Freighting goods,Sea tanker,Crude tanker,0–9999 dwt,,tonne.km,tonne.km,kg CO2e,Sea tanker Crude tanker 0–9999 dwt,0.03376
6474,Scope 3,Freighting goods,Sea tanker,Crude tanker,Average,,tonne.km,tonne.km,kg CO2e,Sea tanker Crude tanker Average,0.00457
6475,Scope 3,Freighting goods,Sea tanker,Crude tanker,"200,000+ dwt",,tonne.km,tonne.km,kg CH4,"Sea tanker Crude tanker 200,000+ dwt",0.000001
6476,Scope 3,Freighting goods,Sea tanker,Crude tanker,"120,000–199,999 dwt",,tonne.km,tonne.km,kg CH4,"Sea tanker Crude tanker 120,000–199,999 dwt",0.000001
6477,Scope 3,Freighting goods,Sea tanker,Crude tanker,"80,000–119,999 dwt",,tonne.km,tonne.km,kg CH4,"Sea tanker Crude tanker 80,000–119,999 dwt",0.000002
6478,Scope 3,Freighting goods,Sea tanker,Crude tanker,"60,000–79,999 dwt",,tonne.km,tonne.km,kg CH4,"Sea tanker Crude tanker 60,000–79,999 dwt",0.000002
6479,Scope 3,Freighting goods,Sea tanker,Crude tanker,"10,000–59,999 dwt",,tonne.km,tonne.km,kg CH4,"Sea tanker Crude tanker 10,000–59,999 dwt",0.000003
6480,Scope 3,Freighting goods,Sea tanker,Crude tanker,0–9999 dwt,,tonne.km,tonne.km,kg CH4,Sea tanker Crude tanker 0–9999 dwt,0.00001
6481,Scope 3,Freighting goods,Sea tanker,Crude tanker,Average,,tonne.km,tonne.km,kg CH4,Sea tanker Crude tanker Average,0.000001
6482,Scope 3,Freighting goods,Sea tanker,Crude tanker,"200,000+ dwt",,tonne.km,tonne.km,kg CO2,"Sea tanker Crude tanker 200,000+ dwt",0.0029
6483,Scope 3,Freighting goods,Sea tanker,Crude tanker,"120,000–199,999 dwt",,tonne.km,tonne.km,kg CO2,"Sea tanker Crude tanker 120,000–199,999 dwt",0.0044
6484,Scope 3,Freighting goods,Sea tanker,Crude tanker,"80,000–119,999 dwt",,tonne.km,tonne.km,kg CO2,"Sea tanker Crude tanker 80,000–119,999 dwt",0.0059
6485,Scope 3,Freighting goods,Sea tanker,Crude tanker,"60,000–79,999 dwt",,tonne.km,tonne.km,kg CO2,"Sea tanker Crude tanker 60,000–79,999 dwt",0.0075
6486,Scope 3,Freighting goods,Sea tanker,Crude tanker,"10,000–59,999 dwt",,tonne.km,tonne.km,kg CO2,"Sea tanker Crude tanker 10,000–59,999 dwt",0.0091
6487,Scope 3,Freighting goods,Sea tanker,Crude tanker,0–9999 dwt,,tonne.km,tonne.km,kg CO2,Sea tanker Crude tanker 0–9999 dwt,0.0333
6488,Scope 3,Freighting goods,Sea tanker,Crude tanker,Average,,tonne.km,tonne.km,kg CO2,Sea tanker Crude tanker Average,0.00451
6489,Scope 3,Freighting goods,Sea tanker,Crude tanker,"200,000+ dwt",,tonne.km,tonne.km,kg N2O,"Sea tanker Crude tanker 200,000+ dwt",0.00004
6490,Scope 3,Freighting goods,Sea tanker,Crude tanker,"120,000–199,999 dwt",,tonne.km,tonne.km,kg N2O,"Sea tanker Crude tanker 120,000–199,999 dwt",0.00006
6491,Scope 3,Freighting goods,Sea tanker,Crude tanker,"80,000–119,999 dwt",,tonne.km,tonne.km,kg N2O,"Sea tanker Crude tanker 80,000–119,999 dwt",0.00008
6492,Scope 3,Freighting goods,Sea tanker,Crude tanker,"60,000–79,999 dwt",,tonne.km,tonne.km,kg N2O,"Sea tanker Crude tanker 60,000–79,999 dwt",0.0001
6493,Scope 3,Freighting goods,Sea tanker,Crude tanker,"10,000–59,999 dwt",,tonne.km,tonne.km,kg N2O,"Sea tanker Crude tanker 10,000–59,999 dwt",0.00012
6494,Scope 3,Freighting goods,Sea tanker,Crude tanker,0–9999 dwt,,tonne.km,tonne.km,kg N2O,Sea tanker Crude tanker 0–9999 dwt,0.00045
6495,Scope 3,Freighting goods,Sea tanker,Crude tanker,Average,,tonne.km,tonne.km,kg N2O,Sea tanker Crude tanker Average,0.00006
6496,Scope 3,Freighting goods,Sea tanker,Products tanker ,"60,000+ dwt",,tonne.km,tonne.km,kg CO2e,"Sea tanker Products tanker  60,000+ dwt",0.00578
6497,Scope 3,Freighting goods,Sea tanker,Products tanker ,"20,000–59,999 dwt",,tonne.km,tonne.km,kg CO2e,"Sea tanker Products tanker  20,000–59,999 dwt",0.01044
6498,Scope 3,Freighting goods,Sea tanker,Products tanker ,"10,000–19,999 dwt",,tonne.km,tonne.km,kg CO2e,"Sea tanker Products tanker  10,000–19,999 dwt",0.01896
6499,Scope 3,Freighting goods,Sea tanker,Products tanker ,5000–9999 dwt,,tonne.km,tonne.km,kg CO2e,Sea tanker Products tanker  5000–9999 dwt,0.02961
6500,Scope 3,Freighting goods,Sea tanker,Products tanker ,0–4999 dwt,,tonne.km,tonne.km,kg CO2e,Sea tanker Products tanker  0–4999 dwt,0.04563
6501,Scope 3,Freighting goods,Sea tanker,Products tanker ,Average,,tonne.km,tonne.km,kg CO2e,Sea tanker Products tanker  Average,0.00903
6502,Scope 3,Freighting goods,Sea tanker,Products tanker ,"60,000+ dwt",,tonne.km,tonne.km,kg CH4,"Sea tanker Products tanker  60,000+ dwt",0.000002
6503,Scope 3,Freighting goods,Sea tanker,Products tanker ,"20,000–59,999 dwt",,tonne.km,tonne.km,kg CH4,"Sea tanker Products tanker  20,000–59,999 dwt",0.000003
6504,Scope 3,Freighting goods,Sea tanker,Products tanker ,"10,000–19,999 dwt",,tonne.km,tonne.km,kg CH4,"Sea tanker Products tanker  10,000–19,999 dwt",0.00001
6505,Scope 3,Freighting goods,Sea tanker,Products tanker ,5000–9999 dwt,,tonne.km,tonne.km,kg CH4,Sea tanker Products tanker  5000–9999 dwt,0.00001
6506,Scope 3,Freighting goods,Sea tanker,Products tanker ,0–4999 dwt,,tonne.km,tonne.km,kg CH4,Sea tanker Products tanker  0–4999 dwt,0.00001
6507,Scope 3,Freighting goods,Sea tanker,Products tanker ,Average,,tonne.km,tonne.km,kg CH4,Sea tanker Products tanker  Average,0.000003
6508,Scope 3,Freighting goods,Sea tanker,Products tanker ,"60,000+ dwt",,tonne.km,tonne.km,kg CO2,"Sea tanker Products tanker  60,000+ dwt",0.0057
6509,Scope 3,Freighting goods,Sea tanker,Products tanker ,"20,000–59,999 dwt",,tonne.km,tonne.km,kg CO2,"Sea tanker Products tanker  20,000–59,999 dwt",0.0103
6510,Scope 3,Freighting goods,Sea tanker,Products tanker ,"10,000–19,999 dwt",,tonne.km,tonne.km,kg CO2,"Sea tanker Products tanker  10,000–19,999 dwt",0.0187
6511,Scope 3,Freighting goods,Sea tanker,Products tanker ,5000–9999 dwt,,tonne.km,tonne.km,kg CO2,Sea tanker Products tanker  5000–9999 dwt,0.0292
6512,Scope 3,Freighting goods,Sea tanker,Products tanker ,0–4999 dwt,,tonne.km,tonne.km,kg CO2,Sea tanker Products tanker  0–4999 dwt,0.045
6513,Scope 3,Freighting goods,Sea tanker,Products tanker ,Average,,tonne.km,tonne.km,kg CO2,Sea tanker Products tanker  Average,0.00891
6514,Scope 3,Freighting goods,Sea tanker,Products tanker ,"60,000+ dwt",,tonne.km,tonne.km,kg N2O,"Sea tanker Products tanker  60,000+ dwt",0.00008
6515,Scope 3,Freighting goods,Sea tanker,Products tanker ,"20,000–59,999 dwt",,tonne.km,tonne.km,kg N2O,"Sea tanker Products tanker  20,000–59,999 dwt",0.00014
6516,Scope 3,Freighting goods,Sea tanker,Products tanker ,"10,000–19,999 dwt",,tonne.km,tonne.km,kg N2O,"Sea tanker Products tanker  10,000–19,999 dwt",0.00026
6517,Scope 3,Freighting goods,Sea tanker,Products tanker ,5000–9999 dwt,,tonne.km,tonne.km,kg N2O,Sea tanker Products tanker  5000–9999 dwt,0.0004
6518,Scope 3,Freighting goods,Sea tanker,Products tanker ,0–4999 dwt,,tonne.km,tonne.km,kg N2O,Sea tanker Products tanker  0–4999 dwt,0.00061
6519,Scope 3,Freighting goods,Sea tanker,Products tanker ,Average,,tonne.km,tonne.km,kg N2O,Sea tanker Products tanker  Average,0.00012
6520,Scope 3,Freighting goods,Sea tanker,Chemical tanker ,"20,000+ dwt",,tonne.km,tonne.km,kg CO2e,"Sea tanker Chemical tanker  20,000+ dwt",0.00852
6521,Scope 3,Freighting goods,Sea tanker,Chemical tanker ,"10,000–19,999 dwt",,tonne.km,tonne.km,kg CO2e,"Sea tanker Chemical tanker  10,000–19,999 dwt",0.01095
6522,Scope 3,Freighting goods,Sea tanker,Chemical tanker ,5000–9999 dwt,,tonne.km,tonne.km,kg CO2e,Sea tanker Chemical tanker  5000–9999 dwt,0.01531
6523,Scope 3,Freighting goods,Sea tanker,Chemical tanker ,0–4999 dwt,,tonne.km,tonne.km,kg CO2e,Sea tanker Chemical tanker  0–4999 dwt,0.02251
6524,Scope 3,Freighting goods,Sea tanker,Chemical tanker ,Average,,tonne.km,tonne.km,kg CO2e,Sea tanker Chemical tanker  Average,0.01032
6525,Scope 3,Freighting goods,Sea tanker,Chemical tanker ,"20,000+ dwt",,tonne.km,tonne.km,kg CH4,"Sea tanker Chemical tanker  20,000+ dwt",0.000003
6526,Scope 3,Freighting goods,Sea tanker,Chemical tanker ,"10,000–19,999 dwt",,tonne.km,tonne.km,kg CH4,"Sea tanker Chemical tanker  10,000–19,999 dwt",0.000003
6527,Scope 3,Freighting goods,Sea tanker,Chemical tanker ,5000–9999 dwt,,tonne.km,tonne.km,kg CH4,Sea tanker Chemical tanker  5000–9999 dwt,0.00001
6528,Scope 3,Freighting goods,Sea tanker,Chemical tanker ,0–4999 dwt,,tonne.km,tonne.km,kg CH4,Sea tanker Chemical tanker  0–4999 dwt,0.00001
6529,Scope 3,Freighting goods,Sea tanker,Chemical tanker ,Average,,tonne.km,tonne.km,kg CH4,Sea tanker Chemical tanker  Average,0.000003
6530,Scope 3,Freighting goods,Sea tanker,Chemical tanker ,"20,000+ dwt",,tonne.km,tonne.km,kg CO2,"Sea tanker Chemical tanker  20,000+ dwt",0.0084
6531,Scope 3,Freighting goods,Sea tanker,Chemical tanker ,"10,000–19,999 dwt",,tonne.km,tonne.km,kg CO2,"Sea tanker Chemical tanker  10,000–19,999 dwt",0.0108
6532,Scope 3,Freighting goods,Sea tanker,Chemical tanker ,5000–9999 dwt,,tonne.km,tonne.km,kg CO2,Sea tanker Chemical tanker  5000–9999 dwt,0.0151
6533,Scope 3,Freighting goods,Sea tanker,Chemical tanker ,0–4999 dwt,,tonne.km,tonne.km,kg CO2,Sea tanker Chemical tanker  0–4999 dwt,0.0222
6534,Scope 3,Freighting goods,Sea tanker,Chemical tanker ,Average,,tonne.km,tonne.km,kg CO2,Sea tanker Chemical tanker  Average,0.01018
6535,Scope 3,Freighting goods,Sea tanker,Chemical tanker ,"20,000+ dwt",,tonne.km,tonne.km,kg N2O,"Sea tanker Chemical tanker  20,000+ dwt",0.00011
6536,Scope 3,Freighting goods,Sea tanker,Chemical tanker ,"10,000–19,999 dwt",,tonne.km,tonne.km,kg N2O,"Sea tanker Chemical tanker  10,000–19,999 dwt",0.00015
6537,Scope 3,Freighting goods,Sea tanker,Chemical tanker ,5000–9999 dwt,,tonne.km,tonne.km,kg N2O,Sea tanker Chemical tanker  5000–9999 dwt,0.00021
6538,Scope 3,Freighting goods,Sea tanker,Chemical tanker ,0–4999 dwt,,tonne.km,tonne.km,kg N2O,Sea tanker Chemical tanker  0–4999 dwt,0.0003
6539,Scope 3,Freighting goods,Sea tanker,Chemical tanker ,Average,,tonne.km,tonne.km,kg N2O,Sea tanker Chemical tanker  Average,0.00014
6540,Scope 3,Freighting goods,Sea tanker,LNG tanker,"200,000+ m3",,tonne.km,tonne.km,kg CO2e,"Sea tanker LNG tanker 200,000+ m3",0.00943
6541,Scope 3,Freighting goods,Sea tanker,LNG tanker,"0–199,999 m3",,tonne.km,tonne.km,kg CO2e,"Sea tanker LNG tanker 0–199,999 m3",0.0147
6542,Scope 3,Freighting goods,Sea tanker,LNG tanker,Average,,tonne.km,tonne.km,kg CO2e,Sea tanker LNG tanker Average,0.01155
6543,Scope 3,Freighting goods,Sea tanker,LNG tanker,"200,000+ m3",,tonne.km,tonne.km,kg CH4,"Sea tanker LNG tanker 200,000+ m3",0.000003
6544,Scope 3,Freighting goods,Sea tanker,LNG tanker,"0–199,999 m3",,tonne.km,tonne.km,kg CH4,"Sea tanker LNG tanker 0–199,999 m3",0.000004
6545,Scope 3,Freighting goods,Sea tanker,LNG tanker,Average,,tonne.km,tonne.km,kg CH4,Sea tanker LNG tanker Average,0.000003
6546,Scope 3,Freighting goods,Sea tanker,LNG tanker,"200,000+ m3",,tonne.km,tonne.km,kg CO2,"Sea tanker LNG tanker 200,000+ m3",0.0093
6547,Scope 3,Freighting goods,Sea tanker,LNG tanker,"0–199,999 m3",,tonne.km,tonne.km,kg CO2,"Sea tanker LNG tanker 0–199,999 m3",0.0145
6548,Scope 3,Freighting goods,Sea tanker,LNG tanker,Average,,tonne.km,tonne.km,kg CO2,Sea tanker LNG tanker Average,0.01139
6549,Scope 3,Freighting goods,Sea tanker,LNG tanker,"200,000+ m3",,tonne.km,tonne.km,kg N2O,"Sea tanker LNG tanker 200,000+ m3",0.00013
6550,Scope 3,Freighting goods,Sea tanker,LNG tanker,"0–199,999 m3",,tonne.km,tonne.km,kg N2O,"Sea tanker LNG tanker 0–199,999 m3",0.0002
6551,Scope 3,Freighting goods,Sea tanker,LNG tanker,Average,,tonne.km,tonne.km,kg N2O,Sea tanker LNG tanker Average,0.00016
6552,Scope 3,Freighting goods,Sea tanker,LPG Tanker,"50,000+ m3",,tonne.km,tonne.km,kg CO2e,"Sea tanker LPG Tanker 50,000+ m3",0.00913
6553,Scope 3,Freighting goods,Sea tanker,LPG Tanker,"0–49,999 m3",,tonne.km,tonne.km,kg CO2e,"Sea tanker LPG Tanker 0–49,999 m3",0.04411
6554,Scope 3,Freighting goods,Sea tanker,LPG Tanker,Average,,tonne.km,tonne.km,kg CO2e,Sea tanker LPG Tanker Average,0.01038
6555,Scope 3,Freighting goods,Sea tanker,LPG Tanker,"50,000+ m3",,tonne.km,tonne.km,kg CH4,"Sea tanker LPG Tanker 50,000+ m3",0.000003
6556,Scope 3,Freighting goods,Sea tanker,LPG Tanker,"0–49,999 m3",,tonne.km,tonne.km,kg CH4,"Sea tanker LPG Tanker 0–49,999 m3",0.00001
6557,Scope 3,Freighting goods,Sea tanker,LPG Tanker,Average,,tonne.km,tonne.km,kg CH4,Sea tanker LPG Tanker Average,0.000003
6558,Scope 3,Freighting goods,Sea tanker,LPG Tanker,"50,000+ m3",,tonne.km,tonne.km,kg CO2,"Sea tanker LPG Tanker 50,000+ m3",0.009
6559,Scope 3,Freighting goods,Sea tanker,LPG Tanker,"0–49,999 m3",,tonne.km,tonne.km,kg CO2,"Sea tanker LPG Tanker 0–49,999 m3",0.0435
6560,Scope 3,Freighting goods,Sea tanker,LPG Tanker,Average,,tonne.km,tonne.km,kg CO2,Sea tanker LPG Tanker Average,0.01024
6561,Scope 3,Freighting goods,Sea tanker,LPG Tanker,"50,000+ m3",,tonne.km,tonne.km,kg N2O,"Sea tanker LPG Tanker 50,000+ m3",0.00012
6562,Scope 3,Freighting goods,Sea tanker,LPG Tanker,"0–49,999 m3",,tonne.km,tonne.km,kg N2O,"Sea tanker LPG Tanker 0–49,999 m3",0.00059
6563,Scope 3,Freighting goods,Sea tanker,LPG Tanker,Average,,tonne.km,tonne.km,kg N2O,Sea tanker LPG Tanker Average,0.00014
6564,Scope 3,Freighting goods,Cargo ship,Bulk carrier,"200,000+ dwt",,tonne.km,tonne.km,kg CO2e,"Cargo ship Bulk carrier 200,000+ dwt",0.00254
6565,Scope 3,Freighting goods,Cargo ship,Bulk carrier,"100,000–199,999 dwt",,tonne.km,tonne.km,kg CO2e,"Cargo ship Bulk carrier 100,000–199,999 dwt",0.00304
6566,Scope 3,Freighting goods,Cargo ship,Bulk carrier,"60,000–99,999 dwt",,tonne.km,tonne.km,kg CO2e,"Cargo ship Bulk carrier 60,000–99,999 dwt",0.00416
6567,Scope 3,Freighting goods,Cargo ship,Bulk carrier,"35,000–59,999 dwt",,tonne.km,tonne.km,kg CO2e,"Cargo ship Bulk carrier 35,000–59,999 dwt",0.00578
6568,Scope 3,Freighting goods,Cargo ship,Bulk carrier,"10,000–34,999 dwt",,tonne.km,tonne.km,kg CO2e,"Cargo ship Bulk carrier 10,000–34,999 dwt",0.00801
6569,Scope 3,Freighting goods,Cargo ship,Bulk carrier,0–9999 dwt,,tonne.km,tonne.km,kg CO2e,Cargo ship Bulk carrier 0–9999 dwt,0.02961
6570,Scope 3,Freighting goods,Cargo ship,Bulk carrier,Average,,tonne.km,tonne.km,kg CO2e,Cargo ship Bulk carrier Average,0.00354
6571,Scope 3,Freighting goods,Cargo ship,Bulk carrier,"200,000+ dwt",,tonne.km,tonne.km,kg CH4,"Cargo ship Bulk carrier 200,000+ dwt",0.000001
6572,Scope 3,Freighting goods,Cargo ship,Bulk carrier,"100,000–199,999 dwt",,tonne.km,tonne.km,kg CH4,"Cargo ship Bulk carrier 100,000–199,999 dwt",0.000001
